Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.1127480457005412,0.0048000000000000004,0.8064,30.330390859891757,0.3033039085989176,3.456,229.05039085989176,2.2905039085989176,42.048,3123.450390859892,31.23450390859892
