Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.06438004557428927,0.0031999999999999997,0.5376000000000001,19.843990885142155,0.19843990885142154,2.3040000000000003,152.32399088514217,1.5232399088514217,28.032,2081.9239908851423,20.819239908851422
