Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.04740736135290277,0.003,0.504,24.918527729419452,0.24918527729419454,2.16,162.91852772941948,1.6291852772941948,26.280000000000005,2172.91852772942,21.7291852772942
