Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.06971373796349008,0.004699999999999999,0.7895999999999999,31.09725240730197,0.3109725240730197,3.3839999999999995,204.05725240730192,2.0405725240730193,41.172,2723.2572524073016,27.232572524073017
