Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.09319479695432648,0.0044,0.7392000000000001,35.36104060913472,0.3536104060913472,3.168,237.76104060913468,2.377610406091347,38.544,3185.7610406091353,31.857610406091354
