Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.2735548679312971,0.0036999999999999997,0.6215999999999999,-10.510973586259425,-0.10510973586259426,2.6639999999999997,159.68902641374058,1.5968902641374059,32.412,2638.6890264137405,26.386890264137403
