Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.18228511002567555,0.0044,0.7392000000000001,20.622977994864897,0.206229779948649,3.168,233.14297799486485,2.3314297799486483,38.544,3328.542977994865,33.28542977994865
