Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,-0.0006930359131221385,0.0026999999999999997,0.45359999999999995,26.55860718262442,0.2655860718262442,1.944,138.33860718262443,1.3833860718262443,23.651999999999997,1766.4386071826243,17.664386071826243
