Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:08,-0.02224545636554477,-0.002,-0.3360000000000001,-32.55090872689105,-0.3255090872689105,-1.4400000000000002,-129.15090872689106,-1.2915090872689106,-17.520000000000003,-1536.1509087268912,-15.361509087268912
