Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,-0.017292347724412963,0.0013,0.2184,10.418469544882592,0.10418469544882591,0.936,58.25846954488259,0.5825846954488259,11.388,755.0584695448825,7.550584695448825
