Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,0.07964620318164096,0.00039999999999999996,0.06720000000000001,-17.769240636328195,-0.17769240636328196,0.28800000000000003,1.156473649386088,0.01156473649386088,3.504,276.81361650652894,2.7681361650652896
