Time, Spread %, Funding Rate %/H, Funding Rate %/W, Profit W, Effective Rate %/W, Funding Rate %/M, Profit M, Effective Rate %/M, Funding Rate %/Y, Profit Y, Effective Rate %/Y
2021-11-08 15:59:07,-0.09309645457668779,0.0082,1.3776,102.85929091533755,1.0285929091533756,5.904,404.6192909153375,4.046192909153375,71.83200000000001,4799.819290915338,47.998192909153374
